"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/OldWest/Shared/Materials/MM_PP_Sharpen.MM_PP_Sharpen","0","4","1","1","1.704049","0","13"
"/Game/Props_elya/treasure/medallion/Old_gold.Old_gold","0","14","1","1","10.526700","0","65"
"/Game/Props_elya/Window/MatID_1.MatID_1","0","14","1","1","9.804410","0","56"
"/Game/Props_elya/wall/Wall.Wall","0","14","2","1","11.907482","0","57"
"/Game/Props_elya/wall/Wallpaper_2.Wallpaper_2","0","14","2","1","0.000000","0","57"
"/Game/Props_elya/wall/Wallpaper_1.Wallpaper_1","0","14","2","1","0.000000","0","57"
"/Game/Props_elya/vase/MatID_1.MatID_1","0","14","2","1","10.399900","0","66"
"/Game/Props_elya/treasure/medallion/Jewel.Jewel","0","14","1","1","11.576324","0","51"
"/Game/Props_elya/treasure/Key/Key10.Key10","0","14","3","1","11.203009","0","68"
"/Game/Props_elya/treasure/Gold_Goblet/OPM0058.OPM0058","0","14","4","1","10.890248","0","58"
"/Game/Props_elya/treasure/Gold_Bar/Material.Material","0","14","1","1","10.683474","0","48"
"/Game/Props_elya/Candle/candle1.candle1","0","14","3","1","0.000000","0","68"
"/Game/Props_elya/Bottles/rom_02.rom_02","0","14","2","1","0.000000","0","57"
"/Game/Props_elya/Bottles/rom_01.rom_01","0","14","1","1","0.000000","0","51"
"/Game/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","0","203","22","8","171.396957","0","1303"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","0","0","8","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","0","0","46","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/Materials_elya/ceiling/Ceilimg_Triplanar.Ceilimg_Triplanar","0","14","5","1","12.664968","0","51"
"/Game/Materials_elya/Parquet.Parquet","0","14","5","1","0.000000","0","51"
"/Game/Props_elya/treasure/Coins/coins.coins","0","14","3","1","10.498530","0","34"
"/Game/Props_elya/Painting/NewMaterial.NewMaterial","0","14","3","1","0.000000","0","34"
"/Game/Materials_elya/Wall_1/Wall_triplanar_1.Wall_triplanar_1","0","14","4","1","12.449070","0","38"
"/Game/Materials_elya/Grass/Grass.Grass","0","14","1","1","11.602702","0","46"
"/Game/Props_elya/treasure/braclet/lambert2.lambert2","0","14","1","1","12.003443","0","53"
"/Game/Materials_elya/Wall_2/Wall_2.Wall_2","0","14","2","1","13.011422","0","48"
"/Game/Materials_elya/Wall_Brick/Wall_brick.Wall_brick","0","14","1","1","11.736932","0","60"
"/Game/Props_elya/Rope/Rope_Big/Big_rope.Big_rope","0","14","1","1","10.677361","0","45"
"/Game/Materials_elya/Window_View/Brick_Floor.Brick_Floor","0","14","4","1","10.358522","0","41"
"/Game/Materials_elya/Wall_3/Wall_3.Wall_3","0","14","6","1","11.431851","0","48"
"/Game/Props_elya/Rope/NewMaterial.NewMaterial","0","14","1","1","11.061010","0","48"
"/Game/Props_elya/Rope/Box.Box","0","14","4","1","10.175666","0","57"
"/Game/Props_elya/furniture/Sofa/NewMaterial.NewMaterial","0","14","1","1","0.000000","0","48"
"/Game/Props_elya/chair/Tex_Common_Chair_seat.Tex_Common_Chair_seat","0","14","1","1","0.000000","0","48"
"/Game/Props_elya/chair/Tex_Common_Chair_leg.Tex_Common_Chair_leg","0","14","1","1","0.000000","0","48"
"/Game/OldWest/Shared/Materials/MM_Foliage_Master_01a.MM_Foliage_Master_01a","0","124","2","1","113.904388","0","1865"
"/Game/Props_elya/Painting/T_Paint/P_9.P_9","0","14","6","1","10.470931","0","48"
"/Game/Props_elya/Painting/T_Paint/P_7.P_7","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_6.P_6","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_5.P_5","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_4.P_4","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_3.P_3","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_2.P_2","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_10.P_10","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/P_1.P_1","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/9_Mat.9_Mat","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/8_Mat.8_Mat","0","14","6","1","0.000000","0","48"
"/Game/Props_elya/Painting/T_Paint/7_Mat.7_Mat","0","14","6","1","0.000000","0","48"
"/Game/OldWest/Shared/Materials/MM_Master_Foliage_01a.MM_Master_Foliage_01a","0","67","6","1","57.858505","0","817"
"/Game/Props_elya/Painting/OldPortraitWitch_02.OldPortraitWitch_02","0","14","2","1","12.357886","0","32"
"/Game/Props_elya/MAP/Material_003.Material_003","0","17","1","1","14.711762","0","74"
"/Game/Props_elya/Lever/Lever.Lever","0","14","6","1","12.771138","0","50"
"/Game/Props_elya/Gramophone/standardSurface1.standardSurface1","0","14","6","1","10.901690","0","35"
"/Game/Props_elya/furniture/Clock/Woods.Woods","0","14","6","1","0.000000","0","35"
"/Game/Props_elya/furniture/Clock/Telhado.Telhado","0","14","6","1","0.000000","0","35"
"/Game/Props_elya/furniture/Clock/Clock.Clock","0","14","6","1","0.000000","0","35"
"/Game/Props_elya/Dishes/M_Dishes.M_Dishes","0","14","6","1","0.000000","0","35"
"/Game/Props_elya/books/books.books","0","14","6","1","0.000000","0","35"
"/Game/Props_elya/furniture/septum/T_pillar_2.T_pillar_2","0","14","6","1","10.343844","0","38"
"/Game/Props_elya/furniture/Locker/Material.Material","0","32","2","1","28.377234","0","477"
"/Game/Props_elya/chandelier/chandelier.chandelier","0","14","6","1","13.366810","0","88"
"/Game/Materials_elya/white/NewMaterial.NewMaterial","0","17","2","1","13.961064","0","128"
"/Game/Materials_elya/Marble/armani-marble_roughness_Mat.armani-marble_roughness_Mat","0","14","1","1","12.577310","0","97"
"/Game/Materials_elya/Decal/Decal_1.Decal_1","0","21","4","1","20.724766","0","192"
"/Game/OldWest/Shared/Materials/MM_Glass_01a.MM_Glass_01a","0","31","2","1","112.548294","0","189"
"/Game/Props_elya/Bottles/rom_04.rom_04","0","14","1","1","10.111692","0","89"
"/Game/Props_elya/Bottles/rom_03.rom_03","0","14","1","1","0.000000","0","89"
"/Game/Props_elya/BELL/DefaultMaterial.DefaultMaterial","0","14","2","1","13.349830","0","63"
"/Game/Mechanics/AI/character/eyelash_MAT.eyelash_MAT","0","36","3","1","35.147655","0","179"
"/Game/Mechanics/AI/character/Body_MAT.Body_MAT","0","26","1","1","22.903816","0","150"
"/Game/Mechanics/AI/character/EyeSpec_MAT.EyeSpec_MAT","0","26","1","1","0.000000","0","150"
"/Game/Mechanics/AI/character/Akai_MAT.Akai_MAT","0","26","1","1","0.000000","0","150"
"/Game/Materials_elya/Window_View/View_6.View_6","0","14","2","1","11.278324","0","59"
"/Game/Materials_elya/Window_View/View_5.View_5","0","14","2","1","0.000000","0","59"
"/Game/Materials_elya/Window_View/View_4.View_4","0","14","2","1","0.000000","0","59"
"/Game/Materials_elya/Window_View/View_3.View_3","0","14","2","1","0.000000","0","59"
"/Game/Materials_elya/Window_View/View_2.View_2","0","14","2","1","0.000000","0","59"
"/Game/Materials_elya/Window_View/View_1.View_1","0","14","2","1","0.000000","0","59"
"/Game/Materials_elya/Marble/white_marble.white_marble","0","14","3","1","12.859437","0","50"
"/Game/Materials_elya/Marble/Black_marble.Black_marble","0","14","3","1","0.000000","0","50"
"/Game/Props_elya/treasure/medallion/Old_gold.Old_gold","49","14","14","1","7.956190","0","14"
"/Game/OldWest/Shared/Materials/MM_PP_Sharpen.MM_PP_Sharpen","49","4","4","1","1.342863","0","7"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Game/Props_elya/Window/MatID_1.MatID_1","49","14","1","1","11.557989","0","79"
"/Game/Props_elya/wall/Wall.Wall","49","14","1","1","10.178112","0","49"
"/Game/Props_elya/wall/Wallpaper_2.Wallpaper_2","49","14","1","1","0.000000","0","49"
"/Game/Props_elya/wall/Wallpaper_1.Wallpaper_1","49","14","1","1","0.000000","0","49"
"/Game/Props_elya/vase/MatID_1.MatID_1","49","14","2","1","17.428907","0","56"
"/Game/Props_elya/treasure/medallion/Jewel.Jewel","49","14","4","1","24.885082","0","52"
"/Game/Props_elya/treasure/Key/Key10.Key10","49","14","2","1","14.122392","0","56"
"/Game/Props_elya/treasure/Gold_Goblet/OPM0058.OPM0058","49","14","5","1","15.900679","0","57"
"/Game/Props_elya/treasure/Gold_Bar/Material.Material","49","14","1","1","23.847706","0","49"
"/Game/Props_elya/treasure/Coins/coins.coins","49","14","2","1","8.198250","0","102"
"/Game/Props_elya/treasure/braclet/lambert2.lambert2","49","14","2","1","7.245227","0","99"
"/Game/Props_elya/Rope/Rope_Big/Big_rope.Big_rope","49","14","1","1","8.665542","0","83"
"/Game/Props_elya/Rope/NewMaterial.NewMaterial","49","14","1","1","8.672894","0","109"
"/Game/Props_elya/Rope/Box.Box","49","14","3","1","10.534495","0","95"
"/Game/Props_elya/Painting/T_Paint/P_9.P_9","49","14","3","1","10.329932","0","103"
"/Game/Props_elya/Painting/T_Paint/P_7.P_7","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_6.P_6","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_5.P_5","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_4.P_4","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_3.P_3","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_2.P_2","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_10.P_10","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/P_1.P_1","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/9_Mat.9_Mat","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/8_Mat.8_Mat","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/T_Paint/7_Mat.7_Mat","49","14","3","1","0.000000","0","103"
"/Game/Props_elya/Painting/OldPortraitWitch_02.OldPortraitWitch_02","49","14","5","1","13.124566","0","95"
"/Game/Props_elya/Painting/NewMaterial.NewMaterial","49","14","2","1","0.000000","0","102"
"/Game/Props_elya/MAP/Material_003.Material_003","49","17","1","1","9.495211","0","143"
"/Game/Props_elya/Lever/Lever.Lever","49","14","1","1","8.541408","0","80"
"/Game/Props_elya/Gramophone/standardSurface1.standardSurface1","49","14","1","1","8.312559","0","95"
"/Game/Props_elya/furniture/Sofa/NewMaterial.NewMaterial","49","14","1","1","0.000000","0","109"
"/Game/Props_elya/furniture/septum/T_pillar_2.T_pillar_2","49","14","1","1","8.294399","0","102"
"/Game/Props_elya/furniture/Locker/Material.Material","49","32","1","1","18.680923","0","436"
"/Game/Props_elya/furniture/Clock/Woods.Woods","49","14","1","1","0.000000","0","95"
"/Game/Props_elya/furniture/Clock/Telhado.Telhado","49","14","1","1","0.000000","0","95"
"/Game/Props_elya/furniture/Clock/Clock.Clock","49","14","1","1","0.000000","0","95"
"/Game/Props_elya/Dishes/M_Dishes.M_Dishes","49","14","1","1","0.000000","0","95"
"/Game/Props_elya/chandelier/chandelier.chandelier","49","14","1","1","8.037130","0","59"
"/Game/Props_elya/chair/Tex_Common_Chair_seat.Tex_Common_Chair_seat","49","14","1","1","0.000000","0","109"
"/Game/Props_elya/chair/Tex_Common_Chair_leg.Tex_Common_Chair_leg","49","14","1","1","0.000000","0","109"
"/Game/Props_elya/Candle/candle1.candle1","49","14","2","1","0.000000","0","56"
"/Game/Props_elya/Bottles/rom_04.rom_04","49","14","1","1","8.909738","0","85"
"/Game/Props_elya/Bottles/rom_03.rom_03","49","14","1","1","0.000000","0","85"
"/Game/Props_elya/Bottles/rom_02.rom_02","49","14","1","1","0.000000","0","49"
"/Game/Props_elya/Bottles/rom_01.rom_01","49","14","4","1","0.000000","0","52"
"/Game/Props_elya/books/books.books","49","14","1","1","0.000000","0","95"
"/Game/Props_elya/BELL/DefaultMaterial.DefaultMaterial","49","14","1","1","7.716180","0","91"
"/Game/Mechanics/AI/character/eyelash_MAT.eyelash_MAT","49","36","1","1","21.892439","0","324"
"/Game/Mechanics/AI/character/Body_MAT.Body_MAT","49","26","1","1","13.544086","0","230"
"/Game/Mechanics/AI/character/EyeSpec_MAT.EyeSpec_MAT","49","26","1","1","0.000000","0","230"
"/Game/Mechanics/AI/character/Akai_MAT.Akai_MAT","49","26","1","1","0.000000","0","230"
"/Game/Materials_elya/Window_View/View_6.View_6","49","14","1","1","7.619279","0","86"
"/Game/Materials_elya/Window_View/View_5.View_5","49","14","1","1","0.000000","0","86"
"/Game/Materials_elya/Window_View/View_4.View_4","49","14","1","1","0.000000","0","86"
"/Game/Materials_elya/Window_View/View_3.View_3","49","14","1","1","0.000000","0","86"
"/Game/Materials_elya/Window_View/View_2.View_2","49","14","1","1","0.000000","0","86"
"/Game/Materials_elya/Window_View/View_1.View_1","49","14","1","1","0.000000","0","86"
"/Game/Materials_elya/white/NewMaterial.NewMaterial","49","17","1","1","8.989326","0","99"
"/Game/Materials_elya/Marble/white_marble.white_marble","49","14","1","1","7.028574","0","100"
"/Game/Materials_elya/Marble/armani-marble_roughness_Mat.armani-marble_roughness_Mat","49","14","1","1","7.388623","0","77"
"/Game/Materials_elya/Marble/Black_marble.Black_marble","49","14","1","1","0.000000","0","100"
"/Game/Materials_elya/Decal/Decal_1.Decal_1","49","21","1","1","13.475144","0","112"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","838","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Game/OldWest/Shared/Materials/MM_Glass_01a.MM_Glass_01a","49","31","2","1","26.851555","0","289"
"/Game/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","49","341","12","8","390.043335","0","4248"
"/Game/OldWest/Shared/Materials/MM_Master_Foliage_01a.MM_Master_Foliage_01a","49","67","2","1","37.693054","0","993"
"/Game/OldWest/Shared/Materials/MM_Foliage_Master_01a.MM_Foliage_Master_01a","49","130","2","1","71.561569","0","2713"
"/Game/Materials_elya/Window_View/Brick_Floor.Brick_Floor","49","14","1","1","7.493888","0","84"
"/Game/Materials_elya/Wall_3/Wall_3.Wall_3","49","14","1","1","8.555251","0","76"
"/Game/Materials_elya/Wall_Brick/Wall_brick.Wall_brick","49","14","4","1","8.792681","0","75"
"/Game/Materials_elya/Wall_2/Wall_2.Wall_2","49","14","2","1","8.561836","0","99"
"/Game/Materials_elya/Grass/Grass.Grass","49","14","7","1","8.679706","0","66"
"/Game/Materials_elya/Parquet.Parquet","49","14","5","1","8.522168","0","49"
"/Game/Materials_elya/Wall_1/Wall_triplanar_1.Wall_triplanar_1","49","14","5","1","10.364450","0","36"
"/Game/Materials_elya/ceiling/Ceilimg_Triplanar.Ceilimg_Triplanar","49","14","5","1","0.000000","0","49"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","49","0","8","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","49","0","46","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
